eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
30W-CHE-PDF1---A,30WHIDRPDFE3---H,Hydro Run-of-river and poundage,2015,703414.0,0.434,0.956,0.0
30W-CHE-PDF1---A,30WHIDRPDFE4---C,Hydro Run-of-river and poundage,2015,816766.0,0.504,0.956,0.0
30W-CHE-PDF1---A,30WHIDRPDFE5---7,Hydro Run-of-river and poundage,2015,926939.0,0.572,0.956,0.0
30W-CHE-PDF1---A,30WHIDRPDFE6---2,Hydro Run-of-river and poundage,2015,614908.0,0.379,0.956,0.0
30W-CHE-RUIM---B,30WHIDRRIUM1---1,Hydro Water Reservoir,2015,167045.0,0.119,0.956,0.0
30W-CHE-RUIM---B,30WHIDRRIUM2---W,Hydro Water Reservoir,2015,259776.0,0.185,0.956,0.0
17W100P100P0273A,17W100P100P0056I,Hydro Pumped Storage,2015,491170.0,0.219,0.989,0.0
17W100P100P0273A,17W100P100P0057G,Hydro Pumped Storage,2015,373526.0,0.166,0.995,0.0
17W100P100P0191C,17W100P100P0106T,Nuclear,2015,5816401.0,0.736,0.997,0.0
17W100P100P0192A,17W100P100P0107R,Nuclear,2015,5500055.0,0.696,0.997,0.0
17W100P100P01938,17W100P100P0108P,Nuclear,2015,5751555.0,0.726,1.0,0.0
17W100P100P01946,17W100P100P0109N,Nuclear,2015,6970746.0,0.88,1.0,0.0
17W100P100P01954,17W100P100P01101,Nuclear,2015,11205488.0,0.853,0.999,0.0
17W100P100P01962,17W100P100P0112Y,Nuclear,2015,9540828.0,0.727,0.999,0.0
19W0000000000369,19W0000000000377,Fossil Hard coal,2015,667227.0,0.676,0.997,783555000.0
19W0000000000369,19W0000000000385,Fossil Hard coal,2015,674392.0,0.683,0.997,791969000.0
24WV--HCV------O,24WG--HCVG01---A,Hydro Pumped Storage,2015,,,0.573,0.0
24WV--HCV------O,24WG--HCVG02---5,Hydro Pumped Storage,2015,,,0.573,0.0
24WV--HCV------O,24WG--HCVG03---0,Hydro Pumped Storage,2015,,,0.573,0.0
24WV--HCV------O,24WG--HCVG04---W,Hydro Pumped Storage,2015,,,0.573,0.0
24WV--HCV------O,24WG--HCVG05---R,Hydro Pumped Storage,2015,,,0.573,0.0
24WV--HCV------O,24WG--HCVG06---M,Hydro Pumped Storage,2015,,,0.573,0.0
17W100P100P01970,17W100P100P0113W,Nuclear,2015,11749290.0,0.898,1.0,0.0
17W100P100P0198Z,17W100P100P0114U,Nuclear,2015,8939868.0,0.683,1.0,0.0
48WSTN00000CLACI,48W000000CLAC-1N,Hydro Run-of-river and poundage,2015,75985.0,0.55,0.359,0.0
49W000000000069K,49W000000000004B,Fossil Gas,2015,0.0,0.0,0.989,0.0
49W000000000069K,49W0000000000059,Fossil Gas,2015,0.0,0.0,0.989,0.0
48WSTN0000CLDCWZ,48W00000CLDCW-17,Wind Onshore,2015,216228.0,0.249,0.885,0.0
48WSTN0000CLDNW2,48W00000CLDNW-1Q,Wind Onshore,2015,232631.0,0.278,0.885,0.0
48WSTN0000CLDSWO,48W00000CLDSW-11,Wind Onshore,2015,244743.0,0.251,0.868,0.0
30W-CERNAVODA--E,30UCERNCERN1---P,Nuclear,2015,5219398.0,0.882,0.956,0.0
30W-CERNAVODA--E,30UCERNCERN2---K,Nuclear,2015,4952499.0,0.913,0.956,0.0
48WSTN0000CNQPSG,48W00000CNQPS-1E,Fossil Gas,2015,506214.0,0.491,0.314,208115000.0
48WSTN0000CNQPSG,48W00000CNQPS-2C,Fossil Gas,2015,720703.0,0.591,0.371,296295000.0
48WSTN0000CNQPSG,48W00000CNQPS-3A,Fossil Gas,2015,391621.0,0.622,0.192,161003000.0
48WSTN0000CNQPSG,48W00000CNQPS-48,Fossil Gas,2015,384976.0,0.505,0.232,158271000.0
18WCOF1-12345-0O,18WCOF1-12345-B2,Nuclear,2015,7404213.0,0.794,1.0,0.0
18WCOL4-12345-02,18WCOL4-12345-CF,Fossil Gas,2015,289949.0,0.085,1.0,108248000.0
17W100P100P0337A,17W100P100P01679,Fossil Gas,2015,1262767.0,0.339,1.0,482901000.0
18WCOM4-12345-0S,18WCOM4-12345-D2,Fossil Hard coal,2015,1600296.0,0.536,1.0,1560570000.0
18WCOM5-12345-0I,18WCOM5-12345-DT,Fossil Hard coal,2015,1452325.0,0.487,1.0,1416270000.0
22WCOOXIX000067T,22WCOOX1X000050E,Hydro Pumped Storage,2015,179589.0,0.13,1.0,0.0
22WCOOXIX000067T,22WCOOX2X0000521,Hydro Pumped Storage,2015,108456.0,0.079,0.995,0.0
22WCOOXIX000067T,22WCOOX3X000055N,Hydro Pumped Storage,2015,146459.0,0.106,0.995,0.0
22WCOOXII000070C,22WCOOX4X0000588,Hydro Pumped Storage,2015,192924.0,0.096,0.995,0.0
22WCOOXII000070C,22WCOOX5X000061A,Hydro Pumped Storage,2015,190878.0,0.095,0.995,0.0
22WCOOXII000070C,22WCOOX6X000064W,Hydro Pumped Storage,2015,212607.0,0.106,0.995,0.0
47W000000000155K,47W000000000105Z,Fossil Gas,2015,1263904.0,0.345,0.983,499631000.0
47W000000000155K,47W000000000219K,Fossil Gas,2015,24.0,0.0,0.217,17011.9
48WSTN00000CORBV,48W000000CORB-1Z,Fossil Gas,2015,174840.0,0.336,0.148,78130700.0
17W100P100P02497,17W100P100P0034S,Fossil Oil,2015,7781.0,0.001,1.0,5705520.0
17W100P100P0250M,17W100P100P0035Q,Fossil Oil,2015,14492.0,0.002,1.0,10626400.0
17W100P100P0236G,17W100P100P0017S,Fossil Hard coal,2015,1804119.0,0.355,1.0,1660570000.0
17W100P100P0237E,17W100P100P0018Q,Fossil Hard coal,2015,482719.0,0.095,0.997,444310000.0
18WJUCA-12345-0Q,18WCO21-12345--L,Hydro Water Reservoir,2015,63717.0,0.051,1.0,0.0
18WJUCA-12345-0Q,18WCO22-12345-AQ,Hydro Water Reservoir,2015,63717.0,0.049,1.0,0.0
48WSTN00000COSO2,48W000000COSO-1F,Fossil Gas,2015,1261160.0,0.301,0.598,489140000.0
48WSTN1000COTPSQ,48W00000COTPS-1Q,Fossil Hard coal,2015,850750.0,0.495,0.395,1079600000.0
48WSTN1000COTPSQ,48W00000COTPS-2O,Fossil Hard coal,2015,1547170.0,0.681,0.512,1963360000.0
48WSTN1000COTPSQ,48W00000COTPS-3M,Fossil Hard coal,2015,1579633.0,0.731,0.487,2004550000.0
48WSTN1000COTPSQ,48W00000COTPS-4K,Fossil Hard coal,2015,1435836.0,0.6,0.55,1822080000.0
48WSTN00000COWEA,48W0000000COWE13,Fossil Oil,2015,670.0,0.383,0.004,527960.0
48WSTN00000COWEA,48W0000000COWE21,Fossil Oil,2015,664.0,0.359,0.004,523232.0
16WCRESTUM-----6,16WCRESTU1-----5,Hydro Run-of-river and poundage,2015,100348.0,0.295,0.997,0.0
16WCRESTUM-----6,16WCRESTU2-----Z,Hydro Run-of-river and poundage,2015,73645.0,0.216,0.997,0.0
16WCRESTUM-----6,16WCRESTU3-----S,Hydro Run-of-river and poundage,2015,105975.0,0.311,0.997,0.0
48WSTN0000CRGHWF,48W00000CRGHW-1X,Wind Onshore,2015,97446.0,0.288,0.84,0.0
17W100P100P0340L,17W100P100P00123,Fossil Gas,2015,766219.0,0.212,1.0,287588000.0
48WSTN00000CRUAC,48W000000CRUA-16,Hydro Run-of-river and poundage,2015,74691.0,0.413,0.172,0.0
48WSTN00000CRUAC,48W000000CRUA-24,Hydro Run-of-river and poundage,2015,115999.0,0.389,0.284,0.0
48WSTN00000CRUAC,48W000000CRUA-32,Hydro Run-of-river and poundage,2015,25819.0,0.443,0.067,0.0
48WSTN00000CRUAC,48W000000CRUA-40,Hydro Run-of-river and poundage,2015,23232.0,0.267,0.099,0.0
17W100P100P0199X,17W100P100P0115S,Nuclear,2015,3668518.0,0.458,1.0,0.0
17W100P100P02000,17W100P100P0116Q,Nuclear,2015,5649742.0,0.705,1.0,0.0
17W100P100P0201Z,17W100P100P0118M,Nuclear,2015,6344356.0,0.792,1.0,0.0
17W100P100P0202X,17W100P100P0119K,Nuclear,2015,6405679.0,0.8,1.0,0.0
48WSTN0000CRYRBT,48W00000CRYRW-2L,Wind Onshore,2015,270770.0,0.174,0.887,0.0
15WCSEPEL----PPI,15WCSEPELG1--GTH,Fossil Gas,2015,171070.0,0.138,1.0,75107200.0
15WCSEPEL----PPI,15WCSEPELG2--GTB,Fossil Gas,2015,186102.0,0.15,1.0,81706900.0
15WCSEPEL----PPI,15WCSEPELG3--ST6,Fossil Gas,2015,128321.0,0.124,1.0,56338500.0
18WCCO2-12345-0M,18WCCO2-12345-DX,Fossil Hard coal,2015,0.0,0.0,1.0,0.0
18WCCO3-12345-0C,18WCCO3-12345-DN,Fossil Hard coal,2015,1217237.0,0.43,1.0,1222990000.0
30W-CET-BORZ---J,30WTE--BORZ7---3,Fossil Gas,2015,0.0,0.0,0.956,0.0
30W-CET-TURC---M,30WTURCTURC1---Y,Fossil Brown coal/Lignite,2015,14334.0,0.005,0.956,14625600.0
30W-CET-TURC---M,30WTURCTURC3---O,Fossil Brown coal/Lignite,2015,843688.0,0.305,0.956,860851000.0
30W-CET-TURC---M,30WTURCTURC4---J,Fossil Brown coal/Lignite,2015,1629983.0,0.622,0.956,1663140000.0
30W-CET-TURC---M,30WTURCTURC5---E,Fossil Brown coal/Lignite,2015,1755085.0,0.67,0.956,1790790000.0
30W-CET-TURC---M,30WTURCTURC6---9,Fossil Brown coal/Lignite,2015,0.0,0.0,0.956,0.0
30W-CET-TURC---M,30WTURCTURC7---4,Fossil Brown coal/Lignite,2015,74508.0,0.028,0.956,76023700.0
30W-CET-ROVI---Q,30WROVIROVI3---K,Fossil Brown coal/Lignite,2015,1590904.0,0.625,0.956,1623270000.0
30W-CET-ROVI---Q,30WROVIROVI4---F,Fossil Brown coal/Lignite,2015,1840333.0,0.666,0.956,1825610000.0
30W-CET-ROVI---Q,30WROVIROVI5---A,Fossil Brown coal/Lignite,2015,177576.0,0.071,0.956,176155000.0
30W-CET-ROVI---Q,30WROVIROVI6---5,Fossil Brown coal/Lignite,2015,1753529.0,0.689,0.956,1739500000.0
18WCTJON3--1234S,18WCTJON3-1234-E,Fossil Gas,2015,390789.0,0.107,1.0,151506000.0
18WCTN3-12345-04,18WCTN3TG1-12-CI,Fossil Gas,2015,11120.0,0.005,1.0,4311140.0
18WCTN3-12345-04,18WCTN3TG2-12-CB,Fossil Gas,2015,59915.0,0.027,1.0,23228600.0
18WCTN3-12345-04,18WCTN3TV-123-C2,Fossil Gas,2015,43696.0,0.018,1.0,16940600.0
18WCTN4-123456-C,18WCTN4TG1-123-M,Fossil Gas,2015,484955.0,0.209,1.0,177758000.0
18WCTN4-123456-C,18WCTN4TG2-123-F,Fossil Gas,2015,144286.0,0.061,1.0,52887400.0
18WCTN4-123456-C,18WCTN4TV-1234-3,Fossil Gas,2015,496753.0,0.186,1.0,182083000.0
18WCTNU-12345-0U,18WCTNUTG1-12-C7,Fossil Gas,2015,34240.0,0.015,1.0,12782900.0
18WCTNU-12345-0U,18WCTNUTG2-12-C0,Fossil Gas,2015,34240.0,0.015,1.0,12782900.0
18WCTNU-12345-0U,18WCTNUTV-123-CS,Fossil Gas,2015,34341.0,0.015,1.0,12820600.0
47W000000000239E,47W000000000216Q,Fossil Gas,2015,755.0,0.007,0.219,
47W000000000239E,47W000000000217O,Fossil Gas,2015,541.0,0.005,0.219,
17W100P100P0351G,17W100P100P03388,Fossil Gas,2015,431961.0,0.116,0.997,165188000.0
17W100P100P0352E,17W100P100P03396,Fossil Gas,2015,4621.0,0.009,0.997,1992730.0
48WSTN0000DALSW4,48W00000DALSW-1M,Wind Onshore,2015,48496.0,0.216,0.855,0.0
48WSTN00000DAMCL,48W000000DAMC-1M,Fossil Gas,2015,3134288.0,0.531,0.836,1193120000.0
17W100P100P0203V,17W100P100P0120Z,Nuclear,2015,5917306.0,0.767,0.989,0.0
17W100P100P0204T,17W100P100P0121X,Nuclear,2015,6318167.0,0.811,1.0,0.0
17W100P100P0205R,17W100P100P0122V,Nuclear,2015,6333278.0,0.813,1.0,0.0
17W100P100P0206P,17W100P100P0123T,Nuclear,2015,6644574.0,0.853,1.0,0.0
48WSTN00000DEEP3,48W000000DEEP-1N,Fossil Gas,2015,247903.0,0.556,0.196,106164000.0
11WD2FARK000287K,11WD2FARG0001262,Fossil Hard coal,2015,1732194.0,0.571,0.989,1884410000.0
11WD7UCHT5XROSOK,11WD7UCHT5XROEMT,Fossil Gas,2015,64855.0,0.06,0.989,24669400.0
11WD2WILK000286V,11WD2WILH0001255,Fossil Hard coal,2015,586202.0,0.534,0.173,510172000.0
11WD2ZOLL0002880,11WD2ZOL50001274,Fossil Hard coal,2015,2037389.0,0.498,0.989,1729890000.0
15WDUME------PPI,15WDUMEG14---GTI,Fossil Gas,2015,152.0,0.0,1.0,63954.0
15WDUME------PPI,15WDUMEG15---GTB,Fossil Gas,2015,50747.0,0.038,1.0,24402100.0
15WDUME------PPI,15WDUMEG7----GT5,Fossil Gas,2015,358971.0,0.152,1.0,151037000.0
15WDUME------PPI,15WDUMEG8----GTY,Fossil Gas,2015,180861.0,0.156,1.0,86968300.0
48WSTN000DIDCGTK,48W00000DIDC01G1,Fossil Oil,2015,239.0,0.341,0.003,233791.0
48WSTN000DIDCGTK,48W00000DIDC02GZ,Fossil Oil,2015,310.0,0.4,0.004,303244.0
48WSTN000DIDCGTK,48W00000DIDC03GW,Fossil Oil,2015,291.0,0.388,0.003,284658.0
48WSTN000DIDCGTK,48W00000DIDC04GT,Fossil Oil,2015,292.0,0.389,0.003,285636.0
48WSTN0000DIDCBC,48W000000DIDCB5C,Fossil Gas,2015,2076912.0,0.6,0.507,790611000.0
48WSTN0000DIDCBC,48W000000DIDCB6A,Fossil Gas,2015,1086314.0,0.528,0.331,413524000.0
49W0000000000431,49W0000000000164,Fossil Gas,2015,287444.0,0.133,0.989,121804000.0
49W0000000000431,49W0000000000172,Fossil Gas,2015,1989359.0,0.528,0.989,825787000.0
48WSTN10000DINOQ,48W000000DINO-1W,Hydro Run-of-river and poundage,2015,212404.0,0.3,0.24,0.0
48WSTN10000DINOQ,48W000000DINO-2U,Hydro Run-of-river and poundage,2015,170045.0,0.359,0.161,0.0
48WSTN10000DINOQ,48W000000DINO-3S,Hydro Run-of-river and poundage,2015,211791.0,0.333,0.216,0.0
48WSTN10000DINOQ,48W000000DINO-4Q,Hydro Run-of-river and poundage,2015,248298.0,0.382,0.221,0.0
48WSTN10000DINOQ,48W000000DINO-5O,Hydro Run-of-river and poundage,2015,158922.0,0.275,0.197,0.0
48WSTN10000DINOQ,48W000000DINO-6M,Hydro Run-of-river and poundage,2015,496404.0,0.365,0.462,0.0
17W100P100P0263D,17W100P100P0262F,Fossil Oil,2015,8110.0,0.011,1.0,7289580.0
17W100P100P02659,17W100P100P0264B,Fossil Oil,2015,9487.0,0.013,1.0,8527280.0
17W100P100P0350I,17W100P100P0330O,Fossil Gas,2015,390012.0,0.267,1.0,164683000.0
17W100P100P0350I,17W100P100P0332K,Fossil Gas,2015,387086.0,0.265,1.0,163447000.0
17W100P100P0350I,17W100P100P0331M,Fossil Gas,2015,1074788.0,0.531,1.0,573258000.0
17W100P100P0350I,17W100P100P0333I,Fossil Gas,2015,1102649.0,0.546,0.999,588118000.0
14W-WDR-KW-----2,14W-WDR-M1-----I,Fossil Hard coal,2015,666705.0,0.213,0.942,558032000.0
48WSTN00000DNGBQ,48W000000DNGB216,Nuclear,2015,2897347.0,0.588,0.852,0.0
48WSTN00000DNGBQ,48W000000DNGB224,Nuclear,2015,2042832.0,0.57,0.62,0.0
14W-PROD-DO----O,14W-GEN-DO3----F,Fossil Gas,2015,1076373.0,0.315,0.989,397540000.0
22WDOELX1000076X,22WDOELX1150076X,Nuclear,2015,418061.0,0.111,0.995,0.0
22WDOELX2000077N,22WDOELX2150077N,Nuclear,2015,3110636.0,0.825,0.995,0.0
22WDOELX3000078D,22WDOELX3150078D,Nuclear,2015,69476.0,0.008,1.0,0.0
22WDOELX40000793,22WDOELX41500793,Nuclear,2015,8121363.0,0.897,0.995,0.0
19W000000000043C,19W0000000000458,Fossil Hard coal,2015,333399.0,0.172,0.997,291134000.0
19W000000000043C,19W0000000000474,Fossil Hard coal,2015,640302.0,0.316,0.997,559131000.0
19W000000000043C,19W0000000000490,Fossil Hard coal,2015,1055151.0,0.544,0.997,921390000.0
19W000000000043C,19W000000000051D,Fossil Hard coal,2015,946541.0,0.488,0.997,826549000.0
19W000000000043C,19W0000000000539,Fossil Hard coal,2015,939730.0,0.464,0.997,820601000.0
19W000000000043C,19W0000000000555,Fossil Hard coal,2015,1005237.0,0.496,0.997,855859000.0
48WSTN0000DRAXXK,48W00000DRAXX-1E,Biomass,2015,3244860.0,0.717,0.801,3585320000.0
48WSTN000DRAXXGK,48W000DRAXX-10G9,Fossil Gas,2015,52.0,0.406,0.001,42756.5
48WSTN000DRAXXGK,48W000DRAXX-12G3,Fossil Gas,2015,81.0,0.253,0.001,66601.4
48WSTN0000DRAXXK,48W00000DRAXX-2C,Biomass,2015,2357979.0,0.611,0.683,2605390000.0
48WSTN0000DRAXXK,48W00000DRAXX-3A,Biomass,2015,3815452.0,0.718,0.941,4215780000.0
48WSTN0000DRAXXK,48W00000DRAXX-48,Fossil Hard coal,2015,3272696.0,0.687,0.843,3322440000.0
48WSTN0000DRAXXK,48W00000DRAXX-56,Fossil Hard coal,2015,3208217.0,0.665,0.854,3256980000.0
48WSTN0000DRAXXK,48W00000DRAXX-64,Fossil Hard coal,2015,2888630.0,0.603,0.847,2932540000.0
48WSTN000DRAXXGK,48W0000DRAXX-9GR,Fossil Gas,2015,31.0,0.484,0.0,25489.4
22WDROGEN0000863,22WDROGEN0000839,Fossil Gas,2015,267327.0,0.203,1.0,111916000.0
22WDROGEN0000863,22WDROGEN0000847,Fossil Gas,2015,243555.0,0.185,1.0,101964000.0
22WDROGEN0000863,22WDROGEN0000855,Fossil Gas,2015,280176.0,0.2,1.0,117296000.0
47W000000000171M,47W000000000096A,Fossil Gas,2015,3018741.0,0.872,0.975,
19W000000000272Y,19W0000000002620,Hydro Pumped Storage,2015,0.0,0.0,0.252,0.0
19W000000000272Y,19W000000000263Z,Hydro Pumped Storage,2015,0.0,0.0,0.252,0.0
19W000000000272Y,19W000000000273W,Hydro Pumped Storage,2015,0.0,0.0,0.252,0.0
19W000000000169R,19W0000000001705,Fossil Gas,2015,446233.0,0.504,1.0,183921000.0
19W0000000001098,19W000000000110N,Fossil Gas,2015,970880.0,0.492,0.975,466855000.0
19W000000000256W,19W000000000257U,Fossil Gas,2015,0.0,0.0,0.167,0.0
19W000000000230D,19W000000000231B,Fossil Gas,2015,839232.0,0.768,0.997,368459000.0
27W-PU-ECHV----Y,27W-GU-ECHVG1--C,Fossil Brown coal/Lignite,2015,666441.0,0.397,0.997,
27W-PU-ECHV----Y,27W-GU-ECHVG2--8,Fossil Brown coal/Lignite,2015,835459.0,0.498,0.997,
27W-PU-ECHV----Y,27W-GU-ECHVG3--4,Fossil Brown coal/Lignite,2015,885395.0,0.528,0.997,
27W-PU-ECHV----Y,27W-GU-ECHVG4--0,Fossil Brown coal/Lignite,2015,827245.0,0.493,0.997,
18WECT3-123456-N,18WECT3TG1-123-X,Fossil Gas,2015,22723.0,0.01,1.0,8329010.0
18WECT3-123456-N,18WECT3TG2-123-Q,Fossil Gas,2015,22723.0,0.01,1.0,8329010.0
18WECT3-123456-N,18WECT3TV1-123-O,Fossil Gas,2015,22792.0,0.01,1.0,8354300.0
27W-PU-EDAL----O,27W-GU-EDALG1--2,Hydro Pumped Storage,2015,119706.0,0.116,1.0,0.0
27W-PU-EDAL----O,27W-GU-EDALG2--Z,Hydro Pumped Storage,2015,121342.0,0.117,1.0,0.0
27W-PU-EDAL----O,27W-GU-EDALG3--V,Hydro Pumped Storage,2015,144076.0,0.139,1.0,0.0
27W-PU-EDAL----O,27W-GU-EDALG4--R,Hydro Pumped Storage,2015,141357.0,0.137,1.0,0.0
47W000000000159C,47W000000000086D,Fossil Peat,2015,762407.0,0.756,0.975,
27W-PU-EDET----M,27W-GU-EDETG1--0,Fossil Hard coal,2015,0.0,0.0,1.0,
27W-PU-EDET----M,27W-GU-EDETG2--X,Fossil Hard coal,2015,790252.0,0.485,1.0,
27W-PU-EDET----M,27W-GU-EDETG3--T,Fossil Hard coal,2015,902879.0,0.548,1.0,
27W-PU-EDET----M,27W-GU-EDETG4--P,Fossil Hard coal,2015,769104.0,0.47,1.0,
49W0000000000342,49W0000000000342,Fossil Gas,2015,336837.0,0.347,0.989,129269000.0
48WSTN0000EDINWA,48W10000EDINW-1N,Wind Onshore,2015,74338.0,0.233,0.867,0.0
27W-PU-EDST----Z,27W-GU-EDSTG1--D,Hydro Pumped Storage,2015,394527.0,0.141,1.0,0.0
27W-PU-EDST----Z,27W-GU-EDSTG2--9,Hydro Pumped Storage,2015,308739.0,0.11,1.0,0.0
27W-PU-EDUK----1,27W-GU-EDUKB1--4,Nuclear,2015,2654265.0,0.645,1.0,0.0
27W-PU-EDUK----1,27W-GU-EDUKB2--0,Nuclear,2015,2493409.0,0.606,1.0,0.0
27W-PU-EDUK----1,27W-GU-EDUKB3--X,Nuclear,2015,2669239.0,0.648,1.0,0.0
27W-PU-EDUK----1,27W-GU-EDUKB4--T,Nuclear,2015,3995169.0,0.97,1.0,0.0
27W-PU-EECK----8,27W-GU-EECKG4--B,Fossil Brown coal/Lignite,2015,720961.0,0.681,0.967,
27W-PU-EECK----8,27W-GU-EECKG5--7,Fossil Brown coal/Lignite,2015,704850.0,0.66,0.976,
27W-PU-EECK----8,27WGU-EECKG7---A,Fossil Brown coal/Lignite,2015,698280.0,0.654,0.976,
48WSTN00000EECLC,48W000000EECL-15,Fossil Gas,2015,329163.0,0.492,0.187,127666000.0
49W000000000088G,49W000000000089E,Fossil Gas,2015,608600.0,0.2,0.967,238056000.0
49W000000000086K,49W000000000087I,Fossil Gas,2015,884234.0,0.291,0.967,345872000.0
49W000000000084O,49W000000000085M,Fossil Gas,2015,942282.0,0.308,0.967,368577000.0
49W000000000082S,49W000000000083Q,Fossil Gas,2015,523141.0,0.172,0.967,204629000.0
49W000000000080W,49W000000000081U,Fossil Gas,2015,930787.0,0.305,0.967,364081000.0
49W000000000044-,49W0000000000180,Fossil Gas,2015,744271.0,0.183,0.989,275245000.0
49W000000000044-,49W000000000019Z,Fossil Gas,2015,482582.0,0.119,0.989,178468000.0
49W000000000044-,49W000000000020D,Fossil Gas,2015,326809.0,0.08,0.989,127833000.0
49W000000000066Q,49W0000000000075,Fossil Hard coal,2015,3407857.0,0.498,0.989,2904520000.0
49W000000000066Q,49W0000000000083,Fossil Hard coal,2015,3886458.0,0.693,0.811,3312430000.0
38W-MT--EEJ----3,38W-MT--EEJG1--L,Fossil Oil shale,2015,426529.0,0.293,0.996,480772000.0
38W-MT--EEJ----3,38W-MT--EEJG2--H,Fossil Oil shale,2015,909963.0,0.625,0.996,1025690000.0
38W-MT--EEJ----3,38W-MT--EEJG3--D,Fossil Oil shale,2015,756329.0,0.529,0.996,852513000.0
38W-MT--EEJ----3,38W-MT--EEJG4--9,Fossil Oil shale,2015,776181.0,0.543,0.996,874890000.0
38W-MT--EEJ----3,38W-MT--EEJG5--5,Fossil Oil shale,2015,719359.0,0.477,0.996,810842000.0
38W-MT--EEJ----3,38W-MT--EEJG6--1,Fossil Oil shale,2015,840843.0,0.557,0.996,947775000.0
38W-MT--EEJ----3,38W-MT--EEJG7--Y,Fossil Oil shale,2015,625652.0,0.429,0.996,705218000.0
38W-MT--EEJ----3,38W-MT--EEJG8--U,Fossil Oil shale,2015,1285005.0,0.76,0.995,1448420000.0
48WSTN0000EGGPS5,48W00000EGGPS-1X,Fossil Hard coal,2015,809718.0,0.425,0.414,799192000.0
48WSTN0000EGGPS5,48W00000EGGPS-2V,Fossil Hard coal,2015,383433.0,0.434,0.192,378448000.0
48WSTN0000EGGPS5,48W00000EGGPS-3T,Fossil Hard coal,2015,857909.0,0.485,0.384,846756000.0
48WSTN0000EGGPS5,48W00000EGGPS-4R,Fossil Hard coal,2015,1216528.0,0.51,0.519,1200710000.0
18WELC1-12345-0U,18WELC1-12345-GZ,Fossil Hard coal,2015,903110.0,0.348,1.0,554510000.0
27W-PU-ELED----H,27W-GU-ELEDG6--C,Fossil Brown coal/Lignite,2015,189233.0,0.106,0.34,
29WENERGEIAKITHP,29WGU-ENERGEITH4,Fossil Gas,2015,622540.0,0.181,0.984,240061000.0
29WELPEDISONTHIM,29WGU-ELPEDISTHK,Fossil Gas,2015,503748.0,0.143,0.984,187058000.0
49W000000000048S,49W000000000049Q,Fossil Gas,2015,853555.0,0.216,0.989,377420000.0
11WD7GARE5XELKWD,11WD7ELVE2S-E4-9,Fossil Hard coal,2015,532253.0,0.217,0.863,561479000.0
27W-PU-EME3----W,27W-GU-EME3G11-4,Fossil Brown coal/Lignite,2015,1791616.0,0.493,1.0,
17W100P100P0342H,17W100P100P00024,Fossil Hard coal,2015,0.0,0.0,0.995,0.0
17W100P100P03558,17W100P100P00032,Fossil Hard coal,2015,0.0,0.0,0.995,0.0
17W100P100P0343F,17W100P100P0005Z,Fossil Hard coal,2015,2180102.0,0.418,1.0,2474850000.0
17W100P100P0344D,17W100P100P00105,Fossil Gas,2015,1015009.0,0.281,1.0,380967000.0
17W100P100P0345B,17W100P100P00113,Fossil Gas,2015,1007118.0,0.278,1.0,378005000.0
47W000000000244L,47W000000000229H,Fossil Oil,2015,1.0,0.0,0.214,760.0
11WD7KKE-1K--KW5,11WD7KKE-1K-BLAZ,Nuclear,2015,10285976.0,0.888,0.989,0.0
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLB0,Fossil Gas,2015,122465.0,0.03,0.989,46582900.0
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLCZ,Fossil Gas,2015,145384.0,0.035,0.989,55300800.0
11WD7EMSL-G-KW-T,11WD7EMSL1G-GUD9,Fossil Gas,2015,1017483.0,0.135,0.989,387028000.0
11WD7ENSD2SKW1-4,11WD7ENSD2S--1-J,Fossil Hard coal,2015,174036.0,0.19,0.989,216376000.0
11WD7ENSD5SKW3-E,11WD7ENSD5S--3-T,Fossil Hard coal,2015,1103652.0,0.45,0.989,1164250000.0
45W000000000025Q,45W000000000043O,Fossil Hard coal,2015,302.0,0.0,1.0,292612.0
27W-PU-EPC1----Y,27W-GU-EPC1G2--8,Fossil Brown coal/Lignite,2015,996753.0,0.608,1.0,
27W-PU-EPC1----Y,27W-GU-EPC1G3--4,Fossil Brown coal/Lignite,2015,1223117.0,0.751,1.0,
27W-PU-EPC1----Y,27W-GU-EPC1G4--0,Fossil Brown coal/Lignite,2015,1208270.0,0.738,1.0,
27W-PU-EPC1----Y,27W-GU-EPC1G5--X,Fossil Brown coal/Lignite,2015,772836.0,0.477,1.0,
27W-PU-EPC1----Y,27W-GU-EPC1G6--T,Fossil Brown coal/Lignite,2015,853562.0,0.527,1.0,
27W-PU-EPC2----S,27W-GU-EPC2B21-L,Fossil Gas,2015,534138.0,0.074,0.973,
27W-PU-EPR2----Y,27W-GU-EPR2G21-2,Fossil Brown coal/Lignite,2015,943309.0,0.57,1.0,
27W-PU-EPR2----Y,27W-GU-EPR2-G22M,Fossil Brown coal/Lignite,2015,965631.0,0.583,1.0,
47W000000000231U,47W0000000001869,Hydro Run-of-river and poundage,2015,0.0,0.0,0.219,0.0
47W000000000231U,47W0000000001877,Hydro Run-of-river and poundage,2015,14215.0,0.74,0.219,0.0
47W000000000231U,47W0000000001885,Hydro Run-of-river and poundage,2015,30443.0,0.72,0.219,0.0
